STATION_ID,DATE,CHLa,Year,Month,StationDate,STATION_YEAR,SECCHI_DEPTH,NITROGEN_TOTAL,PHOSPHORUS_TOTAL,PHOSPHORUS_ORTHO,TURBIDITY_HACH,TURBIDITY_NTU,TSF,TF,TSS,AMMONIA_TOTAL,NITRATE_TOTAL,DIN
2-XDD000.40,2010-05-17T00:00:00Z,23.6,2010,5,2-XDD000.40_2010-05-17,2-XDD000.40_2010,NA,NA,0.08,0.02,NA,NA,NA,NA,5,0.05,1.33,1.3800000000000001
2-XDD000.40,2010-06-03T00:00:00Z,28,2010,6,2-XDD000.40_2010-06-03,2-XDD000.40_2010,NA,NA,0.08,0.01,NA,NA,NA,NA,8,0.01,0.86,0.87
2-XDD000.40,2010-07-07T00:00:00Z,18.8,2010,7,2-XDD000.40_2010-07-07,2-XDD000.40_2010,NA,NA,0.1,0.01,NA,NA,NA,NA,7,0.01,0.07,0.08
2-XDD000.40,2010-08-09T00:00:00Z,123,2010,8,2-XDD000.40_2010-08-09,2-XDD000.40_2010,NA,NA,0.16,0,NA,NA,NA,NA,32,0.01,0.42,0.43
2-XDD000.40,2010-09-01T00:00:00Z,131,2010,9,2-XDD000.40_2010-09-01,2-XDD000.40_2010,NA,NA,0.18,0,NA,NA,NA,NA,51,0.01,1.49,1.5
2-XDD000.40,2010-10-21T00:00:00Z,215,2010,10,2-XDD000.40_2010-10-21,2-XDD000.40_2010,NA,NA,0.4,0.06,NA,NA,NA,NA,30,0.23,5.32,5.550000000000001
2-XDD000.40,2011-05-02T00:00:00Z,63,2011,5,2-XDD000.40_2011-05-02,2-XDD000.40_2011,NA,NA,0.29,0.15,NA,NA,NA,NA,15,0,0,0
2-XDD000.40,2011-07-20T00:00:00Z,187,2011,7,2-XDD000.40_2011-07-20,2-XDD000.40_2011,NA,NA,0.37,0.05,NA,NA,NA,NA,22,0,0.01,0.01
2-XDD000.40,2011-09-12T00:00:00Z,113,2011,9,2-XDD000.40_2011-09-12,2-XDD000.40_2011,NA,NA,0.27,0.04,NA,NA,NA,NA,24,0,0,0
2-XDD000.40,2012-06-05T00:00:00Z,46.7,2012,6,2-XDD000.40_2012-06-05,2-XDD000.40_2012,NA,NA,0.12,0.01,NA,NA,NA,NA,10,0,0.01,0.01
2-XDD000.40,2012-08-02T00:00:00Z,72.4,2012,8,2-XDD000.40_2012-08-02,2-XDD000.40_2012,NA,NA,0.13,0.01,NA,NA,NA,NA,14,0,0,0
2-XDD000.40,2012-10-04T00:00:00Z,278,2012,10,2-XDD000.40_2012-10-04,2-XDD000.40_2012,NA,NA,0.5,0.14,NA,NA,NA,NA,19,0.32,0.33,0.65
2-XEP000.44,2004-05-26T00:00:00Z,2.71,2004,5,2-XEP000.44_2004-05-26,2-XEP000.44_2004,1.7,0.52,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XEP000.44,2004-06-24T00:00:00Z,26.93,2004,6,2-XEP000.44_2004-06-24,2-XEP000.44_2004,1.7,0.74,0.03,0.01,NA,NA,NA,NA,NA,0.04,NA,NA
2-XEP000.44,2004-07-26T00:00:00Z,4.14,2004,7,2-XEP000.44_2004-07-26,2-XEP000.44_2004,1,0.52,0.02,0.01,NA,NA,NA,NA,NA,0.04,NA,NA
2-XEP000.44,2004-08-31T00:00:00Z,4.34,2004,8,2-XEP000.44_2004-08-31,2-XEP000.44_2004,1.1,0.54,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XEP000.44,2004-09-20T00:00:00Z,8.44,2004,9,2-XEP000.44_2004-09-20,2-XEP000.44_2004,1.1,0.61,0.03,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XEP000.44,2004-10-20T00:00:00Z,3.33,2004,10,2-XEP000.44_2004-10-20,2-XEP000.44_2004,1.5,0.53,0.02,0.02,NA,NA,NA,NA,NA,0.05,NA,NA
2-XEP000.44,2013-05-21T00:00:00Z,6.25,2013,5,2-XEP000.44_2013-05-21,2-XEP000.44_2013,1.2,0.57,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XEP000.44,2013-06-05T00:00:00Z,4.24,2013,6,2-XEP000.44_2013-06-05,2-XEP000.44_2013,1.6,0.5,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XEP000.44,2013-07-16T00:00:00Z,1.9,2013,7,2-XEP000.44_2013-07-16,2-XEP000.44_2013,1.3,0.56,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XEP000.44,2013-08-26T00:00:00Z,4.183333333333334,2013,8,2-XEP000.44_2013-08-26,2-XEP000.44_2013,0.8,0.5266666666666666,0.016666666666666666,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XEP000.44,2013-09-10T00:00:00Z,4.9,2013,9,2-XEP000.44_2013-09-10,2-XEP000.44_2013,1.5,0.5,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XEP000.44,2013-10-09T00:00:00Z,11.2,2013,10,2-XEP000.44_2013-10-09,2-XEP000.44_2013,0.8,0.66,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XEP000.44,2021-05-24T00:00:00Z,7.83,2021,5,2-XEP000.44_2021-05-24,2-XEP000.44_2021,0.6,0.44,0.03,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
2-XEP000.44,2021-06-07T00:00:00Z,10.9,2021,6,2-XEP000.44_2021-06-07,2-XEP000.44_2021,0.7,0.65,0.04,0.01,NA,NA,NA,NA,NA,0.03,NA,NA
2-XEP000.44,2021-07-06T00:00:00Z,12,2021,7,2-XEP000.44_2021-07-06,2-XEP000.44_2021,0.7,0.58,0.03,0,NA,NA,NA,NA,NA,0,NA,NA
2-XEP000.44,2021-08-05T00:00:00Z,13.2,2021,8,2-XEP000.44_2021-08-05,2-XEP000.44_2021,0.3,0.72,0.04,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
2-XEP000.44,2021-09-15T00:00:00Z,11.2,2021,9,2-XEP000.44_2021-09-15,2-XEP000.44_2021,0.8,0.48,0.02,0,NA,NA,NA,NA,NA,0.01,NA,NA
2-XEP000.44,2021-10-07T00:00:00Z,14.9,2021,10,2-XEP000.44_2021-10-07,2-XEP000.44_2021,0.6,0.61,0.03,0,NA,NA,NA,NA,NA,0.02,NA,NA
2-XEP000.44,2022-05-09T00:00:00Z,9.79,2022,5,2-XEP000.44_2022-05-09,2-XEP000.44_2022,0.4,0.74,0.05,0.01,NA,NA,NA,NA,NA,0.05,NA,NA
2-XEP000.44,2022-06-01T00:00:00Z,14.6,2022,6,2-XEP000.44_2022-06-01,2-XEP000.44_2022,0.3,0.89,0.06,0.01,NA,NA,NA,NA,NA,0.1,NA,NA
2-XEP000.44,2022-07-07T00:00:00Z,10.1,2022,7,2-XEP000.44_2022-07-07,2-XEP000.44_2022,0.5,1.1,0.06,0.01,NA,NA,NA,NA,NA,0.23,NA,NA
2-XEP000.44,2022-08-30T00:00:00Z,9.33,2022,8,2-XEP000.44_2022-08-30,2-XEP000.44_2022,0.9,0.63,0.03,0.01,NA,NA,NA,NA,NA,0.03,NA,NA
2-XEP000.44,2022-10-05T00:00:00Z,14.5,2022,10,2-XEP000.44_2022-10-05,2-XEP000.44_2022,0.5,0.56,0.03,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2001-05-16T00:00:00Z,5.77,2001,5,2-XLU000.10_2001-05-16,2-XLU000.10_2001,1.4,NA,0.03,0.02,2.25,NA,3,23,3,0.045,0.04,0.08499999999999999
2-XLU000.10,2001-06-13T00:00:00Z,2.62,2001,6,2-XLU000.10_2001-06-13,2-XLU000.10_2001,3,NA,0.01,0.02,1.51,NA,3,28,3,0.04,0.04,0.08
2-XLU000.10,2001-07-25T00:00:00Z,21.86,2001,7,2-XLU000.10_2001-07-25,2-XLU000.10_2001,1.1,NA,0.03,0.02,3.48,NA,3,34,4,0.04,0.04,0.08
2-XLU000.10,2001-08-23T00:00:00Z,7.19,2001,8,2-XLU000.10_2001-08-23,2-XLU000.10_2001,2.2,NA,0.04,0.02,3.3,NA,3,38,3,0.04,0.04,0.08
2-XLU000.10,2001-09-20T00:00:00Z,6.12,2001,9,2-XLU000.10_2001-09-20,2-XLU000.10_2001,2.3,NA,0.02,0.02,3.84,NA,3,38,3,0.05,0.04,0.09
2-XLU000.10,2001-10-18T00:00:00Z,17.12,2001,10,2-XLU000.10_2001-10-18,2-XLU000.10_2001,1.1,NA,0.04,0.02,9.5,NA,3,36,6,0.04,0.04,0.08
2-XLU000.10,2007-05-17T00:00:00Z,3.4,2007,5,2-XLU000.10_2007-05-17,2-XLU000.10_2007,2.5,0.49,0.02,0.02,NA,NA,NA,NA,NA,0.13,NA,NA
2-XLU000.10,2007-06-12T00:00:00Z,4.04,2007,6,2-XLU000.10_2007-06-12,2-XLU000.10_2007,2.5,0.44,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2007-07-11T00:00:00Z,4.29,2007,7,2-XLU000.10_2007-07-11,2-XLU000.10_2007,2.4,0.59,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2007-08-14T00:00:00Z,17.09,2007,8,2-XLU000.10_2007-08-14,2-XLU000.10_2007,2.4,0.55,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2007-09-10T00:00:00Z,9.65,2007,9,2-XLU000.10_2007-09-10,2-XLU000.10_2007,2,0.75,0.03,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2007-10-23T00:00:00Z,4.04,2007,10,2-XLU000.10_2007-10-23,2-XLU000.10_2007,3.6,0.45,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2011-05-18T00:00:00Z,12.1,2011,5,2-XLU000.10_2011-05-18,2-XLU000.10_2011,1.4,0.65,0.03,0.02,NA,NA,NA,NA,NA,0.06,NA,NA
2-XLU000.10,2011-06-22T00:00:00Z,21.2,2011,6,2-XLU000.10_2011-06-22,2-XLU000.10_2011,0.7,0.77,0.04,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2011-07-06T00:00:00Z,16.6,2011,7,2-XLU000.10_2011-07-06,2-XLU000.10_2011,1,0.73,0.04,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2011-08-03T00:00:00Z,18.8,2011,8,2-XLU000.10_2011-08-03,2-XLU000.10_2011,1,0.83,0.04,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2011-09-01T00:00:00Z,22.7,2011,9,2-XLU000.10_2011-09-01,2-XLU000.10_2011,1.1,0.84,0.04,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2011-10-05T00:00:00Z,15,2011,10,2-XLU000.10_2011-10-05,2-XLU000.10_2011,1.5,0.88,0.04,0.02,NA,NA,NA,NA,NA,0.16,NA,NA
2-XLU000.10,2012-05-22T00:00:00Z,9.11,2012,5,2-XLU000.10_2012-05-22,2-XLU000.10_2012,2.3,0.48,0.11,0.07,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2012-06-27T00:00:00Z,46.2,2012,6,2-XLU000.10_2012-06-27,2-XLU000.10_2012,0.9,1.51,0.05,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2012-07-25T00:00:00Z,17.2,2012,7,2-XLU000.10_2012-07-25,2-XLU000.10_2012,1.6,0.74,0.04,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2012-08-29T00:00:00Z,11.633333333333333,2012,8,2-XLU000.10_2012-08-29,2-XLU000.10_2012,1.4,0.5466666666666666,0.026666666666666665,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2012-09-17T00:00:00Z,48.6,2012,9,2-XLU000.10_2012-09-17,2-XLU000.10_2012,1.2,0.92,0.06,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2012-10-17T00:00:00Z,17.9,2012,10,2-XLU000.10_2012-10-17,2-XLU000.10_2012,1.2,0.75,0.03,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLU000.10,2017-05-24T00:00:00Z,58.3,2017,5,2-XLU000.10_2017-05-24,2-XLU000.10_2017,0.9,1.06,0.07,0.01,NA,NA,NA,NA,NA,0,NA,NA
2-XLU000.10,2017-06-20T00:00:00Z,29.3,2017,6,2-XLU000.10_2017-06-20,2-XLU000.10_2017,NA,1.28,0.06,0,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2017-07-11T00:00:00Z,29.8,2017,7,2-XLU000.10_2017-07-11,2-XLU000.10_2017,0.9,1.34,0.05,0,NA,NA,NA,NA,NA,0,NA,NA
2-XLU000.10,2017-08-15T00:00:00Z,68.2,2017,8,2-XLU000.10_2017-08-15,2-XLU000.10_2017,0.6,1.47,0.05,-0.01,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2017-09-12T00:00:00Z,22.4,2017,9,2-XLU000.10_2017-09-12,2-XLU000.10_2017,1.2,0.86,0.05,0,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2017-10-17T00:00:00Z,14.1,2017,10,2-XLU000.10_2017-10-17,2-XLU000.10_2017,2.3,0.79,0.03,0,NA,NA,NA,NA,NA,0.11,NA,NA
2-XLU000.10,2018-05-01T00:00:00Z,24.7,2018,5,2-XLU000.10_2018-05-01,2-XLU000.10_2018,0.9,0.97,0.04,0.05,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2018-06-05T00:00:00Z,18.5,2018,6,2-XLU000.10_2018-06-05,2-XLU000.10_2018,0.7,0.82,0.04,0.02,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2018-07-10T00:00:00Z,19.5,2018,7,2-XLU000.10_2018-07-10,2-XLU000.10_2018,0.9,0.96,0.04,0.03,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2018-08-07T00:00:00Z,33.7,2018,8,2-XLU000.10_2018-08-07,2-XLU000.10_2018,0.7,1.11,0.03,0.04,NA,NA,NA,NA,NA,0,NA,NA
2-XLU000.10,2018-09-04T00:00:00Z,29.2,2018,9,2-XLU000.10_2018-09-04,2-XLU000.10_2018,0.9,0.98,0.04,0.03,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2018-10-02T00:00:00Z,19.2,2018,10,2-XLU000.10_2018-10-02,2-XLU000.10_2018,1.2,0.75,0.03,0.02,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2023-05-15T00:00:00Z,4.27,2023,5,2-XLU000.10_2023-05-15,2-XLU000.10_2023,2.4,0.56,0.02,0,NA,NA,NA,NA,NA,0.07,NA,NA
2-XLU000.10,2023-06-27T00:00:00Z,34.4,2023,6,2-XLU000.10_2023-06-27,2-XLU000.10_2023,0.6,1.26,0.03,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2023-07-10T00:00:00Z,25.1,2023,7,2-XLU000.10_2023-07-10,2-XLU000.10_2023,0.8,1.05,0.04,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2023-08-15T00:00:00Z,13.7,2023,8,2-XLU000.10_2023-08-15,2-XLU000.10_2023,1.4,0.71,0.03,0,NA,NA,NA,NA,NA,0,NA,NA
2-XLU000.10,2023-09-21T00:00:00Z,15.1,2023,9,2-XLU000.10_2023-09-21,2-XLU000.10_2023,1.4,0.73,0.03,0.01,NA,NA,NA,NA,NA,0,NA,NA
2-XLU000.10,2023-10-17T00:00:00Z,12.5,2023,10,2-XLU000.10_2023-10-17,2-XLU000.10_2023,1.5,0.78,0.02,0.01,NA,NA,NA,NA,NA,0.16,NA,NA
2-XLU000.10,2024-05-16T00:00:00Z,26.8,2024,5,2-XLU000.10_2024-05-16,2-XLU000.10_2024,0.9,0.86,0.02,0.02,NA,NA,NA,NA,NA,0,NA,NA
2-XLU000.10,2024-06-11T00:00:00Z,21.5,2024,6,2-XLU000.10_2024-06-11,2-XLU000.10_2024,1.2,0.8,0.02,0.02,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLU000.10,2024-07-25T00:00:00Z,27.6,2024,7,2-XLU000.10_2024-07-25,2-XLU000.10_2024,1,1.19,0.04,0.03,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLV002.27,2005-05-26T00:00:00Z,0.94,2005,5,2-XLV002.27_2005-05-26,2-XLV002.27_2005,3.4,0.21,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2005-06-22T00:00:00Z,1.46,2005,6,2-XLV002.27_2005-06-22,2-XLV002.27_2005,4.3,0.21,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2005-07-25T00:00:00Z,2.58,2005,7,2-XLV002.27_2005-07-25,2-XLV002.27_2005,4.1,0.28,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2005-08-24T00:00:00Z,6.35,2005,8,2-XLV002.27_2005-08-24,2-XLV002.27_2005,4.2,0.41,0.03,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2005-09-21T00:00:00Z,15.25,2005,9,2-XLV002.27_2005-09-21,2-XLV002.27_2005,1.8,0.47,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2005-10-11T00:00:00Z,16.96,2005,10,2-XLV002.27_2005-10-11,2-XLV002.27_2005,1.6,0.56,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2011-05-18T00:00:00Z,4.86,2011,5,2-XLV002.27_2011-05-18,2-XLV002.27_2011,4.2,0.28,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2011-06-22T00:00:00Z,2.33,2011,6,2-XLV002.27_2011-06-22,2-XLV002.27_2011,4.1,0.26,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2011-07-06T00:00:00Z,2.51,2011,7,2-XLV002.27_2011-07-06,2-XLV002.27_2011,4.9,0.29,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2011-08-03T00:00:00Z,1.35,2011,8,2-XLV002.27_2011-08-03,2-XLV002.27_2011,5,0.26,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2011-09-01T00:00:00Z,4.57,2011,9,2-XLV002.27_2011-09-01,2-XLV002.27_2011,4.8,0.47,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2011-10-05T00:00:00Z,6.84,2011,10,2-XLV002.27_2011-10-05,2-XLV002.27_2011,3.5,0.3,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLV002.27,2017-05-24T00:00:00Z,3.17,2017,5,2-XLV002.27_2017-05-24,2-XLV002.27_2017,6.9,0.24,0,0.01,NA,NA,NA,NA,NA,0.02,NA,NA
2-XLV002.27,2017-06-20T00:00:00Z,0.5,2017,6,2-XLV002.27_2017-06-20,2-XLV002.27_2017,NA,0.21,0.01,0,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLV002.27,2017-07-11T00:00:00Z,0.96,2017,7,2-XLV002.27_2017-07-11,2-XLV002.27_2017,6.4,0.18,0,0,NA,NA,NA,NA,NA,0,NA,NA
2-XLV002.27,2017-08-15T00:00:00Z,1.74,2017,8,2-XLV002.27_2017-08-15,2-XLV002.27_2017,5.4,0.2,0,0,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLV002.27,2017-09-12T00:00:00Z,2.24,2017,9,2-XLV002.27_2017-09-12,2-XLV002.27_2017,5.7,0.19,0.01,0,NA,NA,NA,NA,NA,0,NA,NA
2-XLV002.27,2017-10-17T00:00:00Z,1,2017,10,2-XLV002.27_2017-10-17,2-XLV002.27_2017,5.9,0.2,0.01,0,NA,NA,NA,NA,NA,0,NA,NA
2-XLV002.27,2018-05-01T00:00:00Z,2.54,2018,5,2-XLV002.27_2018-05-01,2-XLV002.27_2018,4.4,0.24,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLV002.27,2018-07-10T00:00:00Z,0.25,2018,7,2-XLV002.27_2018-07-10,2-XLV002.27_2018,4.1,0.21,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLV002.27,2018-08-07T00:00:00Z,0.75,2018,8,2-XLV002.27_2018-08-07,2-XLV002.27_2018,6,0.18,0.01,0.01,NA,NA,NA,NA,NA,0,NA,NA
2-XLV002.27,2018-09-04T00:00:00Z,1.01,2018,9,2-XLV002.27_2018-09-04,2-XLV002.27_2018,6.6,0.16,0,0,NA,NA,NA,NA,NA,0,NA,NA
2-XLV002.27,2018-10-02T00:00:00Z,1.26,2018,10,2-XLV002.27_2018-10-02,2-XLV002.27_2018,5.8,0.17,0.01,0,NA,NA,NA,NA,NA,0,NA,NA
2-XLV002.27,2023-05-15T00:00:00Z,3.28,2023,5,2-XLV002.27_2023-05-15,2-XLV002.27_2023,6.3,0.2,0.01,NA,NA,0.82,NA,NA,1,0.01,0,0.01
2-XLV002.27,2023-06-27T00:00:00Z,1.17,2023,6,2-XLV002.27_2023-06-27,2-XLV002.27_2023,6.1,0.2,0.01,NA,NA,0.55,NA,NA,0,0,0,0
2-XLV002.27,2023-07-10T00:00:00Z,0.53,2023,7,2-XLV002.27_2023-07-10,2-XLV002.27_2023,9,0.16,0.01,NA,NA,0.33,NA,NA,0,0,0,0
2-XLV002.27,2023-08-15T00:00:00Z,0.92,2023,8,2-XLV002.27_2023-08-15,2-XLV002.27_2023,6.8,0.13,0,NA,NA,0.44,NA,NA,0,0,0,0
2-XLV002.27,2023-09-21T00:00:00Z,1.08,2023,9,2-XLV002.27_2023-09-21,2-XLV002.27_2023,6.3,0.18,0,NA,NA,0.57,NA,NA,0,0,0,0
2-XLV002.27,2023-10-17T00:00:00Z,0.82,2023,10,2-XLV002.27_2023-10-17,2-XLV002.27_2023,8.5,0.18,0,NA,NA,0.5,NA,NA,1,0,0,0
2-XLV002.27,2024-05-16T00:00:00Z,1.44,2024,5,2-XLV002.27_2024-05-16,2-XLV002.27_2024,4.9,0.18,0.01,NA,NA,0.73,NA,NA,1,0,0.01,0.01
2-XLV002.27,2024-06-11T00:00:00Z,1.9,2024,6,2-XLV002.27_2024-06-11,2-XLV002.27_2024,6.7,0.16,0.01,NA,NA,0.62,NA,NA,1,0,0,0
2-XLV002.27,2024-07-25T00:00:00Z,1,2024,7,2-XLV002.27_2024-07-25,2-XLV002.27_2024,6.1,0.19,0,NA,NA,0.63,NA,NA,0,0.01,0.01,0.02
2-XLW000.60,2004-05-12T00:00:00Z,3.51,2004,5,2-XLW000.60_2004-05-12,2-XLW000.60_2004,1.9,0.4,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2004-06-09T00:00:00Z,5.82,2004,6,2-XLW000.60_2004-06-09,2-XLW000.60_2004,1.8,0.56,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2004-07-15T00:00:00Z,19.33,2004,7,2-XLW000.60_2004-07-15,2-XLW000.60_2004,1.1,0.82,0.02,0.01,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2004-08-04T00:00:00Z,14.29,2004,8,2-XLW000.60_2004-08-04,2-XLW000.60_2004,0.8,0.71,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2004-09-13T00:00:00Z,17.96,2004,9,2-XLW000.60_2004-09-13,2-XLW000.60_2004,1.4,0.61,0.03,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2004-10-20T00:00:00Z,21.5,2004,10,2-XLW000.60_2004-10-20,2-XLW000.60_2004,1.4,0.63,0.03,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2010-05-10T00:00:00Z,14.9,2010,5,2-XLW000.60_2010-05-10,2-XLW000.60_2010,1.4,0.51,0.03,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2010-06-07T00:00:00Z,3.58,2010,6,2-XLW000.60_2010-06-07,2-XLW000.60_2010,2.1,0.53,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2010-07-15T00:00:00Z,12.8,2010,7,2-XLW000.60_2010-07-15,2-XLW000.60_2010,1.3,0.62,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2010-08-11T00:00:00Z,13.1,2010,8,2-XLW000.60_2010-08-11,2-XLW000.60_2010,1.3,0.65,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2010-09-20T00:00:00Z,8.42,2010,9,2-XLW000.60_2010-09-20,2-XLW000.60_2010,1.6,0.62,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2010-10-20T00:00:00Z,18,2010,10,2-XLW000.60_2010-10-20,2-XLW000.60_2010,1.7,0.62,0.02,0.02,NA,NA,NA,NA,NA,0.06,NA,NA
2-XLW000.60,2011-05-02T00:00:00Z,4.15,2011,5,2-XLW000.60_2011-05-02,2-XLW000.60_2011,2.5,0.46,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2011-06-23T00:00:00Z,4.45,2011,6,2-XLW000.60_2011-06-23,2-XLW000.60_2011,3,0.44,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2011-07-14T00:00:00Z,2.56,2011,7,2-XLW000.60_2011-07-14,2-XLW000.60_2011,3.1,0.36,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2011-08-04T00:00:00Z,10.4,2011,8,2-XLW000.60_2011-08-04,2-XLW000.60_2011,1.9,0.48,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2011-09-01T00:00:00Z,7.23,2011,9,2-XLW000.60_2011-09-01,2-XLW000.60_2011,1.6,0.5,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
2-XLW000.60,2011-10-24T00:00:00Z,7.99,2011,10,2-XLW000.60_2011-10-24,2-XLW000.60_2011,2,0.56,0.01,0.02,NA,NA,NA,NA,NA,0.1,NA,NA
2-XLW000.60,2017-05-18T00:00:00Z,9.26,2017,5,2-XLW000.60_2017-05-18,2-XLW000.60_2017,0.9,0.6,0.02,0,NA,NA,NA,NA,NA,0,NA,NA
2-XLW000.60,2017-06-19T00:00:00Z,7.33,2017,6,2-XLW000.60_2017-06-19,2-XLW000.60_2017,0.9,0.56,0.03,0,NA,NA,NA,NA,NA,0,NA,NA
2-XLW000.60,2017-07-27T00:00:00Z,8.473333333333333,2017,7,2-XLW000.60_2017-07-27,2-XLW000.60_2017,1.1,0.7066666666666667,0.013333333333333334,0,NA,NA,NA,NA,NA,0.006666666666666667,NA,NA
2-XLW000.60,2017-08-23T00:00:00Z,8.67,2017,8,2-XLW000.60_2017-08-23,2-XLW000.60_2017,1.2,0.68,0.02,0,NA,NA,NA,NA,NA,0.01,NA,NA
2-XLW000.60,2017-09-25T00:00:00Z,11.4,2017,9,2-XLW000.60_2017-09-25,2-XLW000.60_2017,1.1,0.64,0.01,0.01,NA,NA,NA,NA,NA,0,NA,NA
2-XLW000.60,2017-10-31T00:00:00Z,17.2,2017,10,2-XLW000.60_2017-10-31,2-XLW000.60_2017,0.8,0.91,0.02,0,NA,NA,NA,NA,NA,0.26,NA,NA
2-XLW000.60,2018-05-23T00:00:00Z,18.1,2018,5,2-XLW000.60_2018-05-23,2-XLW000.60_2018,0.8,0.75,0.04,0.02,NA,NA,NA,NA,NA,0.01,NA,NA
