CBSeg2003,Station,SampleDate,Year,Month,STATION_YEAR,CHLA,TN,DIN,TP,TSS,SECCHI
JMSTF ,TF5.2,2021-05-05T00:00:00Z,2021,5,TF5.2_2021,1.17,0.241,0.084,NA,2,NA
JMSTF ,TF5.2,2021-06-08T00:00:00Z,2021,6,TF5.2_2021,4.24,0.322,0.113,NA,3,NA
JMSTF ,TF5.2,2021-07-07T00:00:00Z,2021,7,TF5.2_2021,1.92,0.237,0.017,NA,2,NA
JMSTF ,TF5.2,2021-08-03T00:00:00Z,2021,8,TF5.2_2021,1.78,0.28500000000000003,0.046,NA,3,NA
JMSTF ,TF5.2,2021-09-02T00:00:00Z,2021,9,TF5.2_2021,1.42,0.29725,0.037,NA,3,NA
JMSTF ,TF5.2,2021-10-05T00:00:00Z,2021,10,TF5.2_2021,0.8,0.527,0.308,NA,5,NA
JMSTF ,TF5.2,2022-05-03T00:00:00Z,2022,5,TF5.2_2022,0.84,0.23199999999999998,0.035,NA,5,NA
JMSTF ,TF5.2,2022-06-07T00:00:00Z,2022,6,TF5.2_2022,1.16,0.481,0.255,NA,7,NA
JMSTF ,TF5.2,2022-07-06T00:00:00Z,2022,7,TF5.2_2022,1.66,0.257,0.0135,0.0304,3,NA
JMSTF ,TF5.2,2022-08-02T00:00:00Z,2022,8,TF5.2_2022,2.6,0.345,0.066,0.038,10,NA
JMSTF ,TF5.2,2022-09-07T00:00:00Z,2022,9,TF5.2_2022,1.17,0.29200000000000004,0.009,0.0236,2,NA
JMSTF ,TF5.2,2022-10-20T00:00:00Z,2022,10,TF5.2_2022,0.78,0.21999999999999997,0.006,0.0172,1.17,NA
JMSTF ,TF5.2,2023-05-02T00:00:00Z,2023,5,TF5.2_2023,2.69,0.814,0.301,0.1259,84,NA
JMSTF ,TF5.2,2023-06-06T00:00:00Z,2023,6,TF5.2_2023,1.25,0.276,0.044,0.0264,2,NA
JMSTF ,TF5.2,2023-07-06T00:00:00Z,2023,7,TF5.2_2023,2.19,0.556,0.291,0.0478,11,NA
JMSTF ,TF5.2,2023-08-01T00:00:00Z,2023,8,TF5.2_2023,2.54,0.26125,0.025,0.0288,4,NA
JMSTF ,TF5.2,2023-09-06T00:00:00Z,2023,9,TF5.2_2023,1.71,0.401,0.038,0.0346,7,NA
JMSTF ,TF5.2,2023-10-03T00:00:00Z,2023,10,TF5.2_2023,0.84,0.267,0.0136,0.0205,5,NA
JMSTF ,TF5.2A,2000-05-23T00:00:00Z,2000,5,TF5.2A_2000,NA,0.45,0.213,0.06,7,1.3
JMSTF ,TF5.2A,2000-06-20T00:00:00Z,2000,6,TF5.2A_2000,5.3,0.815,0.431,0.083,11,NA
JMSTF ,TF5.2A,2000-07-18T00:00:00Z,2000,7,TF5.2A_2000,8.85,0.791,0.481,0.07,5,1.5
JMSTF ,TF5.2A,2000-08-22T00:00:00Z,2000,8,TF5.2A_2000,3.19,0.703,0.446,0.103,6,1.2
JMSTF ,TF5.2A,2000-09-26T00:00:00Z,2000,9,TF5.2A_2000,1.05,NA,NA,NA,NA,1.3
JMSTF ,TF5.2A,2000-10-24T00:00:00Z,2000,10,TF5.2A_2000,0.57,0.654,0.456,0.065,3,2
JMSTF ,TF5.2A,2001-06-19T00:00:00Z,2001,6,TF5.2A_2001,10.2,0.534,0.209,0.0826,7,1.1
JMSTF ,TF5.2A,2001-07-24T00:00:00Z,2001,7,TF5.2A_2001,7.14,0.702,0.385,0.0872,5,1
JMSTF ,TF5.2A,2001-08-21T00:00:00Z,2001,8,TF5.2A_2001,2.92,0.966,0.397,0.0734,7,0.9
JMSTF ,TF5.2A,2001-09-18T00:00:00Z,2001,9,TF5.2A_2001,13.42,1.2,0.749,0.0895,11,0.9
JMSTF ,TF5.2A,2001-10-16T00:00:00Z,2001,10,TF5.2A_2001,11.48,1.785,1.173,0.0901,8,1.1
JMSTF ,TF5.2A,2002-05-30T00:00:00Z,2002,5,TF5.2A_2002,5.04,0.834,0.493,0.0814,4,1.4
JMSTF ,TF5.2A,2002-06-25T00:00:00Z,2002,6,TF5.2A_2002,19.7,1.113,0.693,0.1009,10,0.9
JMSTF ,TF5.2A,2002-07-23T00:00:00Z,2002,7,TF5.2A_2002,10.57,0.889,0.46,0.1137,7,NA
JMSTF ,TF5.2A,2002-08-13T00:00:00Z,2002,8,TF5.2A_2002,18.37,1.351,0.858,0.1716,7,1.2
JMSTF ,TF5.2A,2002-09-24T00:00:00Z,2002,9,TF5.2A_2002,24.21,3.0404999999999998,2.299,0.07,9,1
JMSTF ,TF5.2A,2002-10-22T00:00:00Z,2002,10,TF5.2A_2002,0.71,0.736,0.421,0.1087,5,1.7
JMSTF ,TF5.2A,2003-05-27T00:00:00Z,2003,5,TF5.2A_2003,1.46,0.8674999999999999,0.315,0.07,41,NA
JMSTF ,TF5.2A,2003-06-24T00:00:00Z,2003,6,TF5.2A_2003,0.85,0.437,0.353,0.05,23,0.5
JMSTF ,TF5.2A,2003-07-15T00:00:00Z,2003,7,TF5.2A_2003,NA,0.4595,0.14,0.05,23,0.4
JMSTF ,TF5.2A,2003-08-26T00:00:00Z,2003,8,TF5.2A_2003,4.33,0.7190000000000001,0.348,0.05,5,1
JMSTF ,TF5.2A,2003-09-24T00:00:00Z,2003,9,TF5.2A_2003,1.45,1.002,0.287,0.095,84,0.2
JMSTF ,TF5.2A,2003-10-28T00:00:00Z,2003,10,TF5.2A_2003,0.73,0.453,0.262,0.0295,3,2.3
JMSTF ,TF5.2A,2004-05-18T00:00:00Z,2004,5,TF5.2A_2004,0.82,0.59,0.258,0.0584,5,1.1
JMSTF ,TF5.2A,2004-06-15T00:00:00Z,2004,6,TF5.2A_2004,0.5,0.782,0.555,0.0736,11,0.6
JMSTF ,TF5.2A,2004-07-20T00:00:00Z,2004,7,TF5.2A_2004,2.15,0.457,0.25,0.0615,6,0.9
JMSTF ,TF5.2A,2004-08-17T00:00:00Z,2004,8,TF5.2A_2004,NA,0.831,0.413,0.0742,9,0.7
JMSTF ,TF5.2A,2004-09-21T00:00:00Z,2004,9,TF5.2A_2004,0.55,0.852,0.474,0.0879,27,0.4
JMSTF ,TF5.2A,2004-10-19T00:00:00Z,2004,10,TF5.2A_2004,0.5,0.7375,0.569,0.0558,6,1.1
JMSTF ,TF5.2A,2005-05-24T00:00:00Z,2005,5,TF5.2A_2005,1.35,0.5395000000000001,0.327,0.0581,13,0.7
JMSTF ,TF5.2A,2005-06-21T00:00:00Z,2005,6,TF5.2A_2005,10.61,0.674,0.351,0.0841,7,0.8
JMSTF ,TF5.2A,2005-07-19T00:00:00Z,2005,7,TF5.2A_2005,4.09,0.716,0.577,0.0756,6,0.9
JMSTF ,TF5.2A,2005-08-23T00:00:00Z,2005,8,TF5.2A_2005,2.17,0.535,0.263,0.0614,5,1.2
JMSTF ,TF5.2A,2005-09-20T00:00:00Z,2005,9,TF5.2A_2005,3.42,0.756,0.491,0.1325,48,0.6
JMSTF ,TF5.2A,2005-10-18T00:00:00Z,2005,10,TF5.2A_2005,0.5,0.773,0.535,0.05,6,1.2
JMSTF ,TF5.2A,2006-05-15T00:00:00Z,2006,5,TF5.2A_2006,0.5,0.646,0.385,0.0681,6,1.4
JMSTF ,TF5.2A,2006-07-24T00:00:00Z,2006,7,TF5.2A_2006,1.17,0.693,0.432,0.0767,6,1.4
JMSTF ,TF5.2A,2006-08-22T00:00:00Z,2006,8,TF5.2A_2006,5.66,0.909,0.604,0.0786,15,0.8
JMSTF ,TF5.2A,2006-10-30T00:00:00Z,2006,10,TF5.2A_2006,0.8,0.543,0.223,0.0834,20,0.5
JMSTF ,TF5.2A,2007-05-30T00:00:00Z,2007,5,TF5.2A_2007,5,0.4285,0.231,0.059,4,1.8
JMSTF ,TF5.2A,2007-06-18T00:00:00Z,2007,6,TF5.2A_2007,2.4,0.765,0.547,0.0817,5,1.6
JMSTF ,TF5.2A,2007-07-23T00:00:00Z,2007,7,TF5.2A_2007,4.34,0.693,0.321,0.0778,4,1.8
JMSTF ,TF5.2A,2007-08-20T00:00:00Z,2007,8,TF5.2A_2007,1.28,1.06,0.836,0.1148,11,0.5
JMSTF ,TF5.2A,2007-09-24T00:00:00Z,2007,9,TF5.2A_2007,5.64,1.665,1.224,0.1275,5,1.4
JMSTF ,TF5.2A,2007-10-22T00:00:00Z,2007,10,TF5.2A_2007,13.07,2.209,1.722,0.2649,7,0.8
JMSTF ,TF5.2A,2008-05-22T00:00:00Z,2008,5,TF5.2A_2008,0.5,0.578,0.359,0.0418,16,0.9
JMSTF ,TF5.2A,2008-06-17T00:00:00Z,2008,6,TF5.2A_2008,4.59,1.076,0.777,0.0805,9,1
JMSTF ,TF5.2A,2008-07-15T00:00:00Z,2008,7,TF5.2A_2008,1.83,0.813,0.558,0.0511,5,1.2
JMSTF ,TF5.2A,2008-09-16T00:00:00Z,2008,9,TF5.2A_2008,1.96,1.0625,0.755,0.0588,6,1.2
JMSTF ,TF5.2A,2008-10-21T00:00:00Z,2008,10,TF5.2A_2008,0.62,1.195,1.07,0.072,5,1.7
JMSTF ,TF5.2A,2009-05-19T00:00:00Z,2009,5,TF5.2A_2009,0.73,0.735,0.331,0.106,55,0.2
JMSTF ,TF5.2A,2009-06-16T00:00:00Z,2009,6,TF5.2A_2009,1.16,0.681,0.447,0.0644,11,0.6
JMSTF ,TF5.2A,2009-07-21T00:00:00Z,2009,7,TF5.2A_2009,NA,0.819,0.565,0.0702,8,1.3
JMSTF ,TF5.2A,2009-08-18T00:00:00Z,2009,8,TF5.2A_2009,58.58,1.107,0.443,0.1056,8,1
JMSTF ,TF5.2A,2009-09-15T00:00:00Z,2009,9,TF5.2A_2009,6.27,1.043,0.701,0.074,6,1.1
JMSTF ,TF5.2A,2009-10-28T00:00:00Z,2009,10,TF5.2A_2009,0.5,0.967,0.678,0.0502,8,1.1
JMSTF ,TF5.2A,2010-05-04T00:00:00Z,2010,5,TF5.2A_2010,25.1,0.594,0.15,0.0431,8,0.8
JMSTF ,TF5.2A,2010-06-02T00:00:00Z,2010,6,TF5.2A_2010,13,0.846,0.514,0.0686,17,0.4
JMSTF ,TF5.2A,2010-07-07T00:00:00Z,2010,7,TF5.2A_2010,14.3,0.957,0.489,0.0531,5,1.2
JMSTF ,TF5.2A,2010-08-03T00:00:00Z,2010,8,TF5.2A_2010,10.9,0.93,0.56,0.0412,6,1
JMSTF ,TF5.2A,2010-09-08T00:00:00Z,2010,9,TF5.2A_2010,16.1,1.318,0.885,0.0627,8,0.9
JMSTF ,TF5.2A,2010-10-05T00:00:00Z,2010,10,TF5.2A_2010,0.55,0.8545,0.583,0.0452,7,0.8
JMSTF ,TF5.2A,2011-05-03T00:00:00Z,2011,5,TF5.2A_2011,0.98,0.46699999999999997,0.286,0.0964,62,0.2
JMSTF ,TF5.2A,2011-07-19T00:00:00Z,2011,7,TF5.2A_2011,9.74,0.757,0.35,0.0347,5,0.8
JMSTF ,TF5.2A,2011-08-02T00:00:00Z,2011,8,TF5.2A_2011,4.52,0.591,0.193,0.0432,6,1.1
JMSTF ,TF5.2A,2011-09-22T00:00:00Z,2011,9,TF5.2A_2011,1.87,0.587,0.341,0.0406,5,1.3
JMSTF ,TF5.2A,2011-10-04T00:00:00Z,2011,10,TF5.2A_2011,0.92,NA,0.089,NA,6,0.9
JMSTF ,TF5.2A,2012-05-03T00:00:00Z,2012,5,TF5.2A_2012,0.78,0.47150000000000003,0.29,NA,7,1
JMSTF ,TF5.2A,2012-06-14T00:00:00Z,2012,6,TF5.2A_2012,4.16,NA,NA,0.0362,9,0.9
JMSTF ,TF5.2A,2012-07-19T00:00:00Z,2012,7,TF5.2A_2012,11.7,NA,0.128,0.0464,5,1
JMSTF ,TF5.2A,2012-08-07T00:00:00Z,2012,8,TF5.2A_2012,2.86,NA,0.112,0.0418,6,1.2
JMSTF ,TF5.2A,2012-09-20T00:00:00Z,2012,9,TF5.2A_2012,1.07,0.6965,0.35,NA,4,1.6
JMSTF ,TF5.2A,2012-10-23T00:00:00Z,2012,10,TF5.2A_2012,0.78,0.4395,0.198,NA,3,1.8
JMSTF ,TF5.2A,2013-06-06T00:00:00Z,2013,6,TF5.2A_2013,3.84,0.2345,0.055,NA,4,NA
JMSTF ,TF5.2A,2013-07-18T00:00:00Z,2013,7,TF5.2A_2013,0.68,0.6505000000000001,0.436,0.0498,14,NA
JMSTF ,TF5.2A,2013-08-15T00:00:00Z,2013,8,TF5.2A_2013,1.08,NA,0.161,0.0389,12,NA
JMSTF ,TF5.2A,2013-09-04T00:00:00Z,2013,9,TF5.2A_2013,0.98,NA,0.283,0.049,11,NA
JMSTF ,TF5.2A,2013-10-01T00:00:00Z,2013,10,TF5.2A_2013,1.83,0.3695,0.145,NA,6,NA
JMSTF ,TF5.2A,2014-05-06T00:00:00Z,2014,5,TF5.2A_2014,1.14,NA,0.363,NA,21,0.6
JMSTF ,TF5.2A,2014-06-03T00:00:00Z,2014,6,TF5.2A_2014,9.08,0.416,0.229,NA,9,0.9
JMSTF ,TF5.2A,2014-07-01T00:00:00Z,2014,7,TF5.2A_2014,5.71,NA,0.074,NA,7,1.1
JMSTF ,TF5.2A,2014-08-05T00:00:00Z,2014,8,TF5.2A_2014,4.97,0.2875,0.067,NA,4,1.4
JMSTF ,TF5.2A,2014-09-03T00:00:00Z,2014,9,TF5.2A_2014,2.58,0.3335,0.068,NA,4,1.4
JMSTF ,TF5.2A,2014-10-07T00:00:00Z,2014,10,TF5.2A_2014,2.03,0.3435,0.105,NA,5,1.5
JMSTF ,TF5.2A,2015-05-05T00:00:00Z,2015,5,TF5.2A_2015,0.69,0.4305,0.275,NA,8,1.4
JMSTF ,TF5.2A,2015-06-18T00:00:00Z,2015,6,TF5.2A_2015,2.56,NA,0.354,NA,6,1.5
JMSTF ,TF5.2A,2015-07-07T00:00:00Z,2015,7,TF5.2A_2015,7.96,NA,0.615,NA,8,0.6
JMSTF ,TF5.2A,2015-08-06T00:00:00Z,2015,8,TF5.2A_2015,3.56,0.41225,0.134,NA,4,1.3
JMSTF ,TF5.2A,2015-09-17T00:00:00Z,2015,9,TF5.2A_2015,1.41,0.9924999999999999,0.636,NA,3,1.8
JMSTF ,TF5.2A,2016-05-12T00:00:00Z,2016,5,TF5.2A_2016,1,NA,0.025500000000000002,0.0467,16,0.8
JMSTF ,TF5.2A,2016-06-07T00:00:00Z,2016,6,TF5.2A_2016,1.03,NA,0.349,0.184,78,0.1
JMSTF ,TF5.2A,2016-07-12T00:00:00Z,2016,7,TF5.2A_2016,17.7,NA,0.064,NA,8,0.6
JMSTF ,TF5.2A,2016-08-02T00:00:00Z,2016,8,TF5.2A_2016,2.46,0.351,0.134,0.0432,13,0.6
JMSTF ,TF5.2A,2016-09-07T00:00:00Z,2016,9,TF5.2A_2016,1.76,0.3,0.089,NA,4,1.2
JMSTF ,TF5.2A,2016-10-04T00:00:00Z,2016,10,TF5.2A_2016,0.87,0.7175,0.465,0.046,19,0.3
JMSTF ,TF5.2A,2017-06-13T00:00:00Z,2017,6,TF5.2A_2017,2.74,NA,0.118,NA,4,1.7
JMSTF ,TF5.2A,2017-07-18T00:00:00Z,2017,7,TF5.2A_2017,6.6,NA,0.046,NA,5,1
JMSTF ,TF5.2A,2017-08-01T00:00:00Z,2017,8,TF5.2A_2017,2.37,NA,0.053,NA,5,1.1
JMSTF ,TF5.2A,2017-09-19T00:00:00Z,2017,9,TF5.2A_2017,7.85,NA,0.12,NA,4,1.5
JMSTF ,TF5.2A,2017-10-03T00:00:00Z,2017,10,TF5.2A_2017,4.95,NA,0.088,NA,3,1.8
JMSTF ,TF5.2A,2018-05-01T00:00:00Z,2018,5,TF5.2A_2018,1.35,0.4565,0.297,0.0418,22,0.6
JMSTF ,TF5.2A,2018-06-05T00:00:00Z,2018,6,TF5.2A_2018,0.8,NA,0.309,0.1026,54,0.2
JMSTF ,TF5.2A,2018-07-10T00:00:00Z,2018,7,TF5.2A_2018,4.84,NA,0.00375,NA,5,0.9
JMSTF ,TF5.2A,2018-08-07T00:00:00Z,2018,8,TF5.2A_2018,0.71,NA,0.442,0.1004,24,0.1
JMSTF ,TF5.2A,2018-09-05T00:00:00Z,2018,9,TF5.2A_2018,1.57,0.5489999999999999,0.206,NA,7,0.5
JMSTF ,TF5.2A,2018-10-02T00:00:00Z,2018,10,TF5.2A_2018,1.41,1.007,0.44,0.1284,69,0.1
JMSTF ,TF5.2A,2019-05-07T00:00:00Z,2019,5,TF5.2A_2019,3.08,0.3685,0.219,NA,8,0.9
JMSTF ,TF5.2A,2019-06-04T00:00:00Z,2019,6,TF5.2A_2019,8.95,NA,0.143,NA,9,0.8
JMSTF ,TF5.2A,2019-07-09T00:00:00Z,2019,7,TF5.2A_2019,4.77,NA,0.073,NA,5,0.9
JMSTF ,TF5.2A,2019-08-06T00:00:00Z,2019,8,TF5.2A_2019,2.1,NA,0.168,NA,10,0.7
JMSTF ,TF5.2A,2019-09-10T00:00:00Z,2019,9,TF5.2A_2019,3.44,0.3425,0.1,NA,3,1.4
JMSTF ,TF5.2A,2019-10-08T00:00:00Z,2019,10,TF5.2A_2019,2.7,0.391,0.128,NA,5,1.2
JMSTF ,TF5.2A,2020-07-08T00:00:00Z,2020,7,TF5.2A_2020,0.53,0.315,0.084,NA,2,1.6
JMSTF ,TF5.2A,2020-08-12T00:00:00Z,2020,8,TF5.2A_2020,3.52,0.38125,0.118,NA,4,1.2
JMSTF ,TF5.2A,2020-09-21T00:00:00Z,2020,9,TF5.2A_2020,0.57,0.365,0.142,NA,6,1
JMSTF ,TF5.2A,2020-10-05T00:00:00Z,2020,10,TF5.2A_2020,0.43,0.51,0.261,NA,7,0.8
JMSTF ,TF5.2A,2021-05-05T00:00:00Z,2021,5,TF5.2A_2021,0.78,0.345,0.173,NA,3,1.7
JMSTF ,TF5.2A,2021-06-08T00:00:00Z,2021,6,TF5.2A_2021,11.3,0.353,0.144,NA,4,0.9
JMSTF ,TF5.2A,2021-07-07T00:00:00Z,2021,7,TF5.2A_2021,5.66,0.4095,0.14,0.0323,5,1.1
JMSTF ,TF5.2A,2021-08-03T00:00:00Z,2021,8,TF5.2A_2021,4.52,0.504,0.251,0.0393,6,1.2
JMSTF ,TF5.2A,2021-09-02T00:00:00Z,2021,9,TF5.2A_2021,2.4,0.391,0.148,0.0411,6,1.6
JMSTF ,TF5.2A,2021-10-05T00:00:00Z,2021,10,TF5.2A_2021,0.98,0.6725,0.459,0.0409,7,1.3
JMSTF ,TF5.2A,2022-05-03T00:00:00Z,2022,5,TF5.2A_2022,0.85,0.27,0.065,NA,6,1.6
JMSTF ,TF5.2A,2022-06-07T00:00:00Z,2022,6,TF5.2A_2022,2.31,0.508,0.316,0.0433,6,1.1
JMSTF ,TF5.2A,2022-07-06T00:00:00Z,2022,7,TF5.2A_2022,9.22,0.366,0.064,0.0378,4,1.1
JMSTF ,TF5.2A,2022-08-02T00:00:00Z,2022,8,TF5.2A_2022,1.78,0.51,0.219,0.0504,7,NA
JMSTF ,TF5.2A,2022-09-07T00:00:00Z,2022,9,TF5.2A_2022,11.5,0.764,0.393,0.0371,5,1
JMSTF ,TF5.2A,2022-10-20T00:00:00Z,2022,10,TF5.2A_2022,0.53,0.607,0.348,0.022,3,1.4
JMSTF ,TF5.2A,2023-05-02T00:00:00Z,2023,5,TF5.2A_2023,1.21,0.633,0.308,0.0584,24,0.4
JMSTF ,TF5.2A,2023-06-06T00:00:00Z,2023,6,TF5.2A_2023,3.38,0.433,0.134,0.0316,9,1.2
JMSTF ,TF5.2A,2023-07-06T00:00:00Z,2023,7,TF5.2A_2023,2.26,0.6805,0.376,0.0577,7,0.7
JMSTF ,TF5.2A,2023-08-01T00:00:00Z,2023,8,TF5.2A_2023,7.32,0.469,0.141,0.0411,7,1.1
JMSTF ,TF5.2A,2023-09-06T00:00:00Z,2023,9,TF5.2A_2023,5.23,0.5665,0.171,0.0265,4,0.8
JMSTF ,TF5.2A,2023-10-03T00:00:00Z,2023,10,TF5.2A_2023,1,0.585,0.28,0.0306,5,1.1
JMSTF ,TF5.3,2000-05-23T00:00:00Z,2000,5,TF5.3_2000,2.65,0.617,0.364,0.078,10,1
JMSTF ,TF5.3,2000-06-20T00:00:00Z,2000,6,TF5.3_2000,5.89,0.68,0.375,0.08,6,NA
JMSTF ,TF5.3,2000-07-18T00:00:00Z,2000,7,TF5.3_2000,25.08,NA,0.381,0.089,8,0.9
JMSTF ,TF5.3,2000-08-22T00:00:00Z,2000,8,TF5.3_2000,18.17,0.97,0.627,0.093,11,0.6
JMSTF ,TF5.3,2000-09-26T00:00:00Z,2000,9,TF5.3_2000,1.37,NA,0.407,0.088,NA,1.1
JMSTF ,TF5.3,2000-10-24T00:00:00Z,2000,10,TF5.3_2000,17.64,0.758,0.417,0.072,8,0.9
JMSTF ,TF5.3,2001-06-19T00:00:00Z,2001,6,TF5.3_2001,19.12,0.606,0.134,0.0792,10,0.8
JMSTF ,TF5.3,2001-07-24T00:00:00Z,2001,7,TF5.3_2001,9.88,1.05,0.62,0.0714,9,0.8
JMSTF ,TF5.3,2001-08-21T00:00:00Z,2001,8,TF5.3_2001,13.19,0.657,0.3,0.0892,16,0.7
JMSTF ,TF5.3,2001-09-18T00:00:00Z,2001,9,TF5.3_2001,25.76,1.17,0.562,0.1024,12,0.9
JMSTF ,TF5.3,2001-10-16T00:00:00Z,2001,10,TF5.3_2001,24.64,NA,NA,NA,NA,0.6
JMSTF ,TF5.3,2002-05-30T00:00:00Z,2002,5,TF5.3_2002,10.47,0.757,0.348,0.0674,6,0.9
JMSTF ,TF5.3,2002-06-25T00:00:00Z,2002,6,TF5.3_2002,31.1,1.156,0.538,0.1052,10,0.4
JMSTF ,TF5.3,2002-07-23T00:00:00Z,2002,7,TF5.3_2002,20.08,1.291,0.675,0.1149,10,0.9
JMSTF ,TF5.3,2002-08-13T00:00:00Z,2002,8,TF5.3_2002,22.57,1.184,0.49,0.1299,7,0.9
JMSTF ,TF5.3,2002-09-24T00:00:00Z,2002,9,TF5.3_2002,26.29,1.9335,1.276,0.08,9,0.8
JMSTF ,TF5.3,2002-10-22T00:00:00Z,2002,10,TF5.3_2002,2.26,0.989,0.591,0.1084,5,1.5
JMSTF ,TF5.3,2003-05-27T00:00:00Z,2003,5,TF5.3_2003,1.35,0.8434999999999999,0.319,0.07,30,0.5
JMSTF ,TF5.3,2003-06-24T00:00:00Z,2003,6,TF5.3_2003,0.66,0.46,0.391,0.05,23,0.6
JMSTF ,TF5.3,2003-07-15T00:00:00Z,2003,7,TF5.3_2003,25.72,0.47300000000000003,0.104,0.05,16,0.6
JMSTF ,TF5.3,2003-08-26T00:00:00Z,2003,8,TF5.3_2003,11.73,0.877,0.398,0.06,10,0.7
JMSTF ,TF5.3,2003-09-24T00:00:00Z,2003,9,TF5.3_2003,1.73,1.097,0.27,0.149,87,0.2
JMSTF ,TF5.3,2003-10-28T00:00:00Z,2003,10,TF5.3_2003,1,0.594,0.37,0.041,10,1
JMSTF ,TF5.3,2004-05-18T00:00:00Z,2004,5,TF5.3_2004,1.98,0.624,0.271,0.0633,7,NA
JMSTF ,TF5.3,2004-06-15T00:00:00Z,2004,6,TF5.3_2004,1.1,0.882,0.596,0.0684,9,0.8
JMSTF ,TF5.3,2004-07-20T00:00:00Z,2004,7,TF5.3_2004,0.62,0.717,0.351,0.0728,9,0.9
JMSTF ,TF5.3,2004-08-17T00:00:00Z,2004,8,TF5.3_2004,NA,0.903,0.408,0.0851,17,0.3
JMSTF ,TF5.3,2004-09-21T00:00:00Z,2004,9,TF5.3_2004,0.71,0.875,0.531,0.0948,30,0.4
JMSTF ,TF5.3,2004-10-19T00:00:00Z,2004,10,TF5.3_2004,0.5,0.823,0.629,0.0603,10,0.9
JMSTF ,TF5.3,2005-05-24T00:00:00Z,2005,5,TF5.3_2005,1.41,0.707,0.441,0.0625,15,0.7
JMSTF ,TF5.3,2005-06-21T00:00:00Z,2005,6,TF5.3_2005,2.46,0.704,0.431,0.0664,14,0.8
JMSTF ,TF5.3,2005-07-19T00:00:00Z,2005,7,TF5.3_2005,5.87,0.779,0.562,0.0789,12,0.8
JMSTF ,TF5.3,2005-08-23T00:00:00Z,2005,8,TF5.3_2005,5.39,0.654,0.465,0.0712,5,1
JMSTF ,TF5.3,2005-09-20T00:00:00Z,2005,9,TF5.3_2005,15.33,0.998,0.696,0.1362,19,0.7
JMSTF ,TF5.3,2005-10-18T00:00:00Z,2005,10,TF5.3_2005,0.73,0.9544999999999999,0.59,0.0555,8,1.2
JMSTF ,TF5.3,2006-05-15T00:00:00Z,2006,5,TF5.3_2006,1.37,0.664,0.425,0.059,7,1
JMSTF ,TF5.3,2006-07-24T00:00:00Z,2006,7,TF5.3_2006,58.65,0.754,0.42,0.0674,9,NA
JMSTF ,TF5.3,2006-08-22T00:00:00Z,2006,8,TF5.3_2006,17.57,1.204,0.711,0.1026,12,0.6
JMSTF ,TF5.3,2006-10-30T00:00:00Z,2006,10,TF5.3_2006,0.84,0.597,0.272,0.0708,20,0.5
JMSTF ,TF5.3,2007-05-30T00:00:00Z,2007,5,TF5.3_2007,6.89,0.699,0.351,0.0618,8,1.2
JMSTF ,TF5.3,2007-06-18T00:00:00Z,2007,6,TF5.3_2007,6.76,0.764,0.44,0.0652,7,1
JMSTF ,TF5.3,2007-07-23T00:00:00Z,2007,7,TF5.3_2007,12.58,0.88,0.59,0.0596,6,1.1
JMSTF ,TF5.3,2007-08-20T00:00:00Z,2007,8,TF5.3_2007,4.41,0.966,0.69,0.0873,13,0.7
JMSTF ,TF5.3,2007-09-24T00:00:00Z,2007,9,TF5.3_2007,31.33,1.75,1.036,0.1056,10,0.6
JMSTF ,TF5.3,2007-10-22T00:00:00Z,2007,10,TF5.3_2007,29.55,2.027,1.4089999999999998,0.1344,11,0.5
JMSTF ,TF5.3,2008-05-22T00:00:00Z,2008,5,TF5.3_2008,0.77,0.646,0.43,0.0476,9,0.9
JMSTF ,TF5.3,2008-06-17T00:00:00Z,2008,6,TF5.3_2008,11.98,1.064,0.648,0.0659,7,1
JMSTF ,TF5.3,2008-07-15T00:00:00Z,2008,7,TF5.3_2008,8.28,0.967,0.571,0.0562,7,0.8
JMSTF ,TF5.3,2008-09-16T00:00:00Z,2008,9,TF5.3_2008,9.84,1.311,0.757,0.0818,9,0.7
JMSTF ,TF5.3,2008-10-21T00:00:00Z,2008,10,TF5.3_2008,2.6,1.373,1.187,0.0894,10,0.9
JMSTF ,TF5.3,2009-05-19T00:00:00Z,2009,5,TF5.3_2009,1.07,0.76,0.38,0.1096,44,0.2
JMSTF ,TF5.3,2009-06-16T00:00:00Z,2009,6,TF5.3_2009,1.19,0.693,0.519,0.0593,11,0.8
JMSTF ,TF5.3,2009-07-21T00:00:00Z,2009,7,TF5.3_2009,NA,0.895,0.542,0.067,8,1.2
JMSTF ,TF5.3,2009-08-18T00:00:00Z,2009,8,TF5.3_2009,20.1,0.866,0.372,0.071,8,1.1
JMSTF ,TF5.3,2009-09-15T00:00:00Z,2009,9,TF5.3_2009,36.61,1.516,0.914,0.1104,9,0.8
JMSTF ,TF5.3,2009-10-28T00:00:00Z,2009,10,TF5.3_2009,0.69,0.9724999999999999,0.79,0.0338,5,1.6
JMSTF ,TF5.3,2010-05-04T00:00:00Z,2010,5,TF5.3_2010,NA,NA,NA,NA,NA,0.7
JMSTF ,TF5.3,2010-06-02T00:00:00Z,2010,6,TF5.3_2010,10.4,0.779,0.504,0.0575,28,0.5
JMSTF ,TF5.3,2010-07-07T00:00:00Z,2010,7,TF5.3_2010,22.6,1.217,0.624,0.0644,8,0.9
JMSTF ,TF5.3,2010-08-03T00:00:00Z,2010,8,TF5.3_2010,11.3,1.146,0.716,0.0634,9,0.9
